Sample,Job_Load_us,Cycle_Period_us,Wakeup_Jitter_us
928,900.080,999.894,-0.106
929,900.177,999.930,-0.070
930,900.174,1000.176,0.176
931,900.105,1000.004,0.004
932,900.131,999.912,-0.088
933,900.174,999.976,-0.024
934,900.096,1000.191,0.191
935,900.085,999.938,-0.062
936,900.078,999.837,-0.163
937,900.104,1000.042,0.042
938,900.148,1000.076,0.076
939,900.095,1000.032,0.032
940,900.103,999.977,-0.023
941,900.082,999.887,-0.113
942,900.177,1000.205,0.205
943,900.093,1000.050,0.050
944,900.079,999.721,-0.279
945,900.083,1000.013,0.013
946,900.124,1000.111,0.111
947,900.114,1000.071,0.071
948,900.101,999.875,-0.125
949,900.091,999.985,-0.015
950,900.147,1000.119,0.119
951,900.084,1000.030,0.030
952,900.096,999.855,-0.145
953,900.079,999.928,-0.072
954,900.154,1000.169,0.169
955,900.179,999.990,-0.010
956,900.114,999.962,-0.038
957,900.106,999.909,-0.091
958,900.167,1000.167,0.167
959,900.178,999.998,-0.002
960,900.108,999.838,-0.162
961,900.081,999.985,-0.015
962,900.110,1000.146,0.146
963,900.085,1000.049,0.049
964,900.112,999.882,-0.118
965,900.102,999.890,-0.110
966,900.155,1000.213,0.213
967,900.112,999.995,-0.005
968,900.133,999.896,-0.104
969,900.173,1000.081,0.081
970,900.171,999.973,-0.027
971,900.094,999.981,-0.019
972,900.088,999.930,-0.070
973,900.094,999.869,-0.131
974,900.151,1000.258,0.258
975,900.094,999.917,-0.083
976,900.116,1000.026,0.026
977,900.163,999.855,-0.145
978,900.100,1000.211,0.211
979,900.176,999.955,-0.045
980,900.077,999.866,-0.134
981,900.175,999.964,-0.036
982,900.159,1000.087,0.087
983,900.092,1000.039,0.039
984,900.079,1000.069,0.069
985,900.106,999.889,-0.111
986,900.142,1000.199,0.199
987,900.178,999.931,-0.069
988,900.092,999.872,-0.128
989,900.175,999.946,-0.054
990,900.151,1000.104,0.104
991,900.091,1000.107,0.107
992,900.105,999.812,-0.188
993,900.176,999.968,-0.032
994,900.157,1000.115,0.115
995,900.108,1000.037,0.037
996,900.173,999.919,-0.081
997,900.076,999.955,-0.045
998,900.113,1000.170,0.170
999,900.083,1000.022,0.022
1000,900.110,999.867,-0.133
1001,900.174,999.891,-0.109
1002,900.151,1000.143,0.143
1003,900.107,1000.061,0.061
1004,900.080,999.849,-0.151
1005,900.152,999.971,-0.029
1006,900.146,1000.245,0.245
1007,900.165,999.934,-0.066
1008,900.097,999.960,-0.040
1009,900.083,999.867,-0.133
1010,900.090,1000.130,0.130
1011,900.114,1000.041,0.041
1012,900.098,999.962,-0.038
1013,900.175,999.918,-0.082
1014,900.162,1000.155,0.155
1015,900.165,999.960,-0.040
1016,900.082,999.887,-0.113
1017,900.165,999.970,-0.030
1018,900.149,1000.140,0.140
1019,900.095,999.961,-0.039
1020,900.101,999.957,-0.043
1021,900.197,999.923,-0.077
1022,900.094,1000.165,0.165
1023,900.084,999.918,-0.082
1024,900.077,1000.008,0.008
1025,900.172,999.988,-0.012
1026,900.105,1000.060,0.060
1027,900.143,1000.053,0.053
1028,900.179,999.945,-0.055
1029,900.178,999.888,-0.112
1030,900.093,1000.196,0.196
1031,900.138,999.895,-0.105
1032,900.082,999.974,-0.026
1033,900.162,999.927,-0.073
1034,900.165,1000.095,0.095
1035,900.082,1000.020,0.020
1036,900.104,999.944,-0.056
1037,900.153,999.929,-0.071
1038,900.160,1000.105,0.105
1039,900.094,1000.050,0.050
1040,900.090,999.955,-0.045
1041,900.151,999.949,-0.051
1042,900.078,1000.154,0.154
1043,900.091,999.983,-0.017
1044,900.095,999.843,-0.157
1045,900.082,1000.009,0.009
1046,900.144,1000.122,0.122
1047,900.108,999.998,-0.002
1048,900.115,999.906,-0.094
1049,900.080,999.938,-0.062
1050,900.126,1000.163,0.163
1051,900.099,1000.048,0.048
1052,900.087,999.839,-0.161
1053,900.088,999.901,-0.099
1054,900.092,1000.208,0.208
1055,900.107,1000.018,0.018
1056,900.079,999.863,-0.137
1057,900.096,999.967,-0.033
1058,900.131,1000.137,0.137
1059,900.109,999.922,-0.078
1060,900.086,999.958,-0.042
1061,900.076,999.987,-0.013
1062,900.149,1000.108,0.108
1063,900.119,999.988,-0.012
1064,900.081,999.978,-0.022
1065,900.083,999.873,-0.127
1066,900.159,1000.210,0.210
1067,900.112,999.953,-0.047
1068,900.078,999.859,-0.141
1069,900.073,1000.029,0.029
1070,900.157,1000.152,0.152
1071,900.082,1000.041,0.041
1072,900.114,999.889,-0.111
1073,900.096,999.895,-0.105
1074,900.126,1000.144,0.144
1075,900.084,999.992,-0.008
1076,900.173,999.902,-0.098
1077,900.166,999.981,-0.019
1078,900.105,1000.141,0.141
1079,900.178,999.884,-0.116
1080,900.102,999.991,-0.009
1081,900.095,999.964,-0.036
1082,900.132,1000.139,0.139
1083,900.104,999.942,-0.058
1084,900.091,999.937,-0.063
1085,900.072,999.996,-0.004
1086,900.142,1000.122,0.122
1087,900.094,999.999,-0.001
1088,900.090,999.909,-0.091
1089,900.107,999.950,-0.050
1090,900.159,1000.133,0.133
1091,900.108,1000.033,0.033
1092,900.113,999.940,-0.060
1093,900.177,999.933,-0.067
1094,900.174,1000.176,0.176
1095,900.079,999.959,-0.041
1096,900.077,999.894,-0.106
1097,900.174,999.920,-0.080
1098,900.148,1000.182,0.182
1099,900.122,999.982,-0.018
1100,900.117,999.878,-0.122
1101,900.104,999.962,-0.038
1102,900.166,1000.160,0.160
1103,900.085,1000.014,0.014
1104,900.078,999.941,-0.059
1105,900.175,999.910,-0.090
1106,900.094,1000.128,0.128
1107,900.095,999.976,-0.024
1108,900.088,999.882,-0.118
1109,900.093,999.959,-0.041
1110,900.153,1000.192,0.192
1111,900.177,999.985,-0.015
1112,900.088,999.948,-0.052
1113,900.078,999.947,-0.053
1114,900.123,1000.197,0.197
1115,900.180,999.934,-0.066
1116,900.104,999.911,-0.089
1117,900.092,999.991,-0.009
1118,900.076,1000.088,0.088
1119,900.115,999.940,-0.060
1120,900.103,999.946,-0.054
1121,900.077,999.964,-0.036
1122,900.146,1000.179,0.179
1123,900.083,1000.018,0.018
1124,900.100,999.861,-0.139
1125,900.094,999.964,-0.036
1126,900.118,1000.149,0.149
1127,900.092,999.932,-0.068
1128,900.096,999.893,-0.107
1129,900.172,999.975,-0.025
1130,900.090,1000.189,0.189
1131,900.097,999.975,-0.025
1132,900.080,999.941,-0.059
1133,900.077,999.953,-0.047
1134,900.168,1000.158,0.158
1135,900.108,999.922,-0.078
1136,900.103,1000.011,0.011
1137,900.173,999.911,-0.089
1138,900.093,1000.103,0.103
1139,900.084,1000.014,0.014
1140,900.081,999.937,-0.063
1141,900.103,999.913,-0.087
1142,900.082,1000.161,0.161
1143,900.107,999.994,-0.006
1144,900.104,999.833,-0.167
1145,900.108,999.997,-0.003
1146,900.158,1000.151,0.151
1147,900.084,1000.013,0.013
1148,900.172,999.903,-0.097
1149,900.172,999.980,-0.020
1150,900.094,1000.129,0.129
1151,900.085,999.936,-0.064
1152,900.105,1000.040,0.040
1153,900.086,999.828,-0.172
1154,900.127,1000.177,0.177
1155,900.079,999.964,-0.036
1156,900.098,999.965,-0.035
1157,900.166,999.977,-0.023
1158,900.096,1000.169,0.169
1159,900.083,999.917,-0.083
1160,900.115,999.931,-0.069
1161,900.084,999.908,-0.092
1162,900.090,1000.196,0.196
1163,900.097,999.987,-0.013
1164,900.110,999.915,-0.085
1165,900.077,999.925,-0.075
1166,900.156,1000.197,0.197
1167,900.119,999.924,-0.076
1168,900.090,1000.021,0.021
1169,900.105,999.839,-0.161
1170,900.166,1000.182,0.182
1171,900.105,1000.033,0.033
1172,900.081,999.846,-0.154
1173,900.082,1000.007,0.007
1174,900.142,1000.094,0.094
1175,900.081,1000.049,0.049
1176,900.096,999.887,-0.113
1177,900.102,999.903,-0.097
1178,900.165,1000.204,0.204
1179,900.095,1000.032,0.032
1180,900.081,999.871,-0.129
1181,900.175,999.943,-0.057
1182,900.147,1000.091,0.091
1183,900.177,1000.057,0.057
1184,900.089,999.897,-0.103
1185,900.174,999.966,-0.034
1186,900.139,1000.096,0.096
1187,900.172,1000.037,0.037
1188,900.093,999.935,-0.065
1189,900.172,999.917,-0.083
1190,900.135,1000.118,0.118
1191,900.084,1000.023,0.023
1192,900.114,999.903,-0.097
1193,900.104,999.918,-0.082
1194,900.098,1000.197,0.197
1195,900.109,1000.000,0.000
1196,900.080,999.909,-0.091
1197,900.082,999.920,-0.080
1198,900.135,1000.124,0.124
1199,900.083,999.993,-0.007
1200,900.101,1000.010,0.010
1201,900.081,999.911,-0.089
1202,900.152,1000.155,0.155
1203,900.108,999.947,-0.053
1204,900.079,999.879,-0.121
1205,900.161,1000.034,0.034
1206,900.150,1000.119,0.119
1207,900.082,1000.002,0.002
1208,900.096,999.873,-0.127
1209,900.093,999.895,-0.105
1210,900.152,1000.237,0.237
1211,900.098,999.968,-0.032
1212,900.079,999.958,-0.042
1213,900.160,999.928,-0.072
1214,900.109,1000.115,0.115
1215,900.097,1000.018,0.018
1216,900.082,999.882,-0.118
1217,900.165,999.983,-0.017
1218,900.171,1000.382,0.382
1219,900.086,999.828,-0.172
1220,900.079,999.831,-0.169
1221,900.165,999.963,-0.037
1222,900.126,1000.146,0.146
1223,900.084,999.987,-0.013
1224,900.105,999.826,-0.174
1225,900.105,999.941,-0.059
1226,900.118,1000.221,0.221
1227,900.108,999.987,-0.013
1228,900.097,999.906,-0.094
1229,900.082,999.961,-0.039
1230,900.124,1000.155,0.155
1231,900.091,999.962,-0.038
1232,900.077,999.878,-0.122
1233,900.093,1000.014,0.014
1234,900.149,1000.122,0.122
1235,900.110,1000.007,0.007
1236,900.104,999.873,-0.127
1237,900.176,999.973,-0.027
1238,900.139,1000.171,0.171
1239,900.085,999.967,-0.033
1240,900.084,999.953,-0.047
1241,900.072,999.887,-0.113
1242,900.162,1000.195,0.195
1243,900.115,999.935,-0.065
1244,900.117,1000.016,0.016
1245,900.174,999.954,-0.046
1246,900.085,1000.113,0.113
1247,900.094,999.926,-0.074
1248,900.089,999.978,-0.022
1249,900.104,999.894,-0.106
1250,900.168,1000.179,0.179
1251,900.097,999.969,-0.031
1252,900.113,999.904,-0.096
1253,900.163,999.970,-0.030
1254,900.146,1000.163,0.163
1255,900.094,999.960,-0.040
1256,900.090,999.980,-0.020
1257,900.081,999.874,-0.126
1258,900.134,1000.128,0.128
1259,900.106,1000.071,0.071
1260,900.080,999.884,-0.116
1261,900.094,999.945,-0.055
1262,900.162,1000.188,0.188
1263,900.095,999.978,-0.022
1264,900.091,999.893,-0.107
1265,900.165,999.941,-0.059
1266,900.164,1000.190,0.190
1267,900.081,999.957,-0.043
1268,900.092,999.821,-0.179
1269,900.186,1000.046,0.046
1270,900.178,1000.148,0.148
1271,900.082,999.946,-0.054
1272,900.080,999.931,-0.069
1273,900.094,999.908,-0.092
1274,900.144,1000.205,0.205
1275,900.117,999.938,-0.062
1276,900.131,999.948,-0.052
1277,900.173,999.920,-0.080
1278,900.122,1000.149,0.149
1279,900.180,1000.049,0.049
1280,900.078,999.926,-0.074
1281,900.082,999.888,-0.112
1282,900.146,1000.163,0.163
1283,900.079,999.947,-0.053
1284,900.132,999.892,-0.108
1285,900.176,1000.046,0.046
1286,900.087,1000.129,0.129
1287,900.180,1000.079,0.079
1288,900.175,999.902,-0.098
1289,900.092,999.838,-0.162
1290,900.150,1000.179,0.179
1291,900.085,999.991,-0.009
1292,900.102,999.914,-0.086
1293,900.101,999.974,-0.026
1294,900.177,1000.152,0.152
1295,900.177,999.960,-0.040
1296,900.081,999.923,-0.077
1297,900.174,999.893,-0.107
1298,900.081,1000.154,0.154
1299,900.121,1000.031,0.031
1300,900.103,999.911,-0.089
1301,900.100,999.974,-0.026
1302,900.133,1000.080,0.080
1303,900.087,999.991,-0.009
1304,900.078,1000.012,0.012
1305,900.176,999.844,-0.156
1306,900.131,1000.245,0.245
1307,900.084,999.954,-0.046
1308,900.116,999.833,-0.167
1309,900.097,1000.106,0.106
1310,900.180,1000.069,0.069
1311,900.109,999.955,-0.045
1312,900.091,1000.007,0.007
1313,900.175,999.868,-0.132
1314,900.146,1000.142,0.142
1315,900.085,999.961,-0.039
1316,900.103,999.937,-0.063
1317,900.098,999.933,-0.067
1318,900.170,1000.161,0.161
1319,900.119,999.993,-0.007
1320,900.172,999.969,-0.031
1321,900.179,999.932,-0.068
1322,900.152,1000.160,0.160
1323,900.083,1000.025,0.025
1324,900.099,999.808,-0.192
1325,900.108,999.983,-0.017
1326,900.122,1000.118,0.118
1327,900.118,1000.050,0.050
1328,900.116,999.874,-0.126
1329,900.158,999.881,-0.119
1330,900.125,1000.262,0.262
1331,900.095,999.989,-0.011
1332,900.112,999.858,-0.142
1333,900.095,999.952,-0.048
1334,900.118,1000.134,0.134
1335,900.107,1000.090,0.090
1336,900.102,999.890,-0.110
1337,900.083,999.879,-0.121
1338,900.120,1000.166,0.166
1339,900.179,999.990,-0.010
1340,900.080,999.910,-0.090
1341,900.178,999.971,-0.029
1342,900.090,1000.118,0.118
1343,900.118,1000.016,0.016
1344,900.130,999.978,-0.022
1345,900.175,999.858,-0.142
1346,900.178,1000.157,0.157
1347,900.095,999.981,-0.019
1348,900.080,999.930,-0.070
1349,900.084,999.929,-0.071
1350,900.166,1000.160,0.160
1351,900.118,999.971,-0.029
1352,900.103,1000.008,0.008
1353,900.163,999.917,-0.083
1354,900.153,1000.119,0.119
1355,900.179,1000.014,0.014
1356,900.096,999.877,-0.123
1357,900.162,999.974,-0.026
1358,900.077,1000.114,0.114
1359,900.095,999.992,-0.008
1360,900.113,999.973,-0.027
1361,900.174,999.919,-0.081
1362,900.168,1000.198,0.198
1363,900.085,999.937,-0.063
1364,900.113,999.858,-0.142
1365,900.090,1000.047,0.047
1366,900.107,1000.070,0.070
1367,900.108,1000.023,0.023
1368,900.112,999.915,-0.085
1369,900.178,999.940,-0.060
1370,900.143,1000.109,0.109
1371,900.086,999.997,-0.003
1372,900.081,999.924,-0.076
1373,900.105,999.989,-0.011
1374,900.074,1000.162,0.162
1375,900.120,999.935,-0.065
1376,900.080,999.986,-0.014
1377,900.096,999.935,-0.065
1378,900.097,1000.152,0.152
1379,900.081,999.918,-0.082
1380,900.081,999.918,-0.082
1381,900.175,999.995,-0.005
1382,900.124,1000.159,0.159
1383,900.109,999.921,-0.079
1384,900.104,999.965,-0.035
1385,900.081,999.927,-0.073
1386,900.138,1000.175,0.175
1387,900.093,1000.048,0.048
1388,900.076,999.779,-0.221
1389,900.173,999.991,-0.009
1390,900.078,1000.116,0.116
1391,900.106,1000.046,0.046
1392,900.110,999.874,-0.126
1393,900.084,999.896,-0.104
1394,900.173,1000.320,0.320
1395,900.176,1000.071,0.071
1396,900.099,999.828,-0.172
1397,900.172,999.899,-0.101
1398,900.149,1000.139,0.139
1399,900.108,999.999,-0.001
1400,900.111,999.993,-0.007
1401,900.078,999.893,-0.107
1402,900.147,1000.098,0.098
1403,900.116,1000.006,0.006
1404,900.092,999.867,-0.133
1405,900.077,1000.029,0.029
1406,900.148,1000.067,0.067
1407,900.095,999.988,-0.012
1408,900.106,999.980,-0.020
1409,900.095,999.939,-0.061
1410,900.108,1000.063,0.063
1411,900.107,1000.048,0.048
1412,900.090,999.918,-0.082
1413,900.082,999.955,-0.045
1414,900.122,1000.134,0.134
1415,900.085,999.978,-0.022
1416,900.100,1000.006,0.006
1417,900.080,999.922,-0.078
1418,900.171,1000.100,0.100
1419,900.109,999.996,-0.004
1420,900.072,999.866,-0.134
1421,900.074,999.989,-0.011
1422,900.147,1000.112,0.112
1423,900.096,1000.014,0.014
1424,900.173,999.900,-0.100
1425,900.164,999.866,-0.134
1426,900.098,1000.211,0.211
1427,900.097,1000.297,0.297
1428,900.106,999.659,-0.341
1429,900.163,999.941,-0.059
1430,900.172,1000.106,0.106
1431,900.079,1000.064,0.064
1432,900.101,999.960,-0.040
1433,900.164,999.799,-0.201
1434,900.101,1000.181,0.181
1435,900.108,1000.061,0.061
1436,900.111,999.810,-0.190
1437,900.173,1000.045,0.045
1438,900.108,1000.168,0.168
1439,900.081,999.968,-0.032
1440,900.086,999.934,-0.066
1441,900.177,999.863,-0.137
1442,900.174,1000.174,0.174
1443,900.108,999.956,-0.044
1444,900.100,999.924,-0.076
1445,900.175,999.971,-0.029
1446,900.121,1000.107,0.107
1447,900.087,1000.047,0.047
1448,900.081,999.862,-0.138
1449,900.105,999.923,-0.077
1450,900.114,1000.174,0.174
1451,900.096,1000.018,0.018
1452,900.173,999.871,-0.129
1453,900.172,1000.039,0.039
1454,900.177,1000.011,0.011
1455,900.083,1000.098,0.098
1456,900.114,999.954,-0.046
1457,900.083,999.770,-0.230
1458,900.164,1000.213,0.213
1459,900.118,1000.048,0.048
1460,900.106,999.941,-0.059
1461,900.176,1000.021,0.021
1462,900.147,1000.089,0.089
1463,900.176,999.935,-0.065
1464,900.173,999.974,-0.026
1465,900.107,999.840,-0.160
1466,900.171,1000.200,0.200
1467,900.107,999.996,-0.004
1468,900.102,999.951,-0.049
1469,900.174,999.888,-0.112
1470,900.162,1000.156,0.156
1471,900.175,1000.087,0.087
1472,900.078,999.809,-0.191
1473,900.104,1000.007,0.007
1474,900.124,1000.131,0.131
1475,900.105,999.964,-0.036
1476,900.081,999.991,-0.009
1477,900.086,999.917,-0.083
1478,900.082,1000.105,0.105
1479,900.083,1000.013,0.013
1480,900.172,999.880,-0.120
1481,900.101,999.941,-0.059
1482,900.132,1000.226,0.226
1483,900.092,999.925,-0.075
1484,900.104,999.873,-0.127
1485,900.092,999.949,-0.051
1486,900.139,1000.157,0.157
1487,900.093,999.979,-0.021
1488,900.090,999.960,-0.040
1489,900.170,999.963,-0.037
1490,900.141,1000.189,0.189
1491,900.096,1000.120,0.120
1492,900.103,999.719,-0.281
1493,900.100,999.925,-0.075
1494,900.149,1000.156,0.156
1495,900.083,999.987,-0.013
1496,900.092,999.940,-0.060
1497,900.078,999.924,-0.076
1498,900.154,1000.184,0.184
1499,900.081,1000.009,0.009
1500,900.122,999.874,-0.126
1501,900.106,999.918,-0.082
1502,900.159,1000.160,0.160
1503,900.096,1000.031,0.031
1504,900.174,999.880,-0.120
1505,900.177,999.982,-0.018
1506,900.072,1000.139,0.139
1507,900.115,999.982,-0.018
1508,900.095,999.876,-0.124
1509,900.104,999.922,-0.078
1510,900.083,1000.191,0.191
1511,900.095,1000.020,0.020
1512,900.078,999.920,-0.080
1513,900.175,999.915,-0.085
1514,900.164,1000.212,0.212
1515,900.086,999.948,-0.052
1516,900.088,999.927,-0.073
1517,900.174,999.951,-0.049
1518,900.136,1000.130,0.130
1519,900.096,1000.016,0.016
1520,900.102,999.867,-0.133
1521,900.075,999.993,-0.007
1522,900.149,1000.161,0.161
1523,900.180,999.933,-0.067
1524,900.095,999.974,-0.026
1525,900.082,999.938,-0.062
1526,900.171,1000.165,0.165
1527,900.178,999.934,-0.066
1528,900.088,999.900,-0.100
1529,900.092,999.974,-0.026
1530,900.124,1000.157,0.157
1531,900.092,1000.042,0.042
1532,900.109,999.935,-0.065
1533,900.174,999.951,-0.049
1534,900.177,1000.099,0.099
1535,900.175,999.986,-0.014
1536,900.080,999.868,-0.132
1537,900.074,999.962,-0.038
1538,900.151,1000.143,0.143
1539,900.084,1000.022,0.022
1540,900.091,999.904,-0.096
1541,900.076,1000.013,0.013
1542,900.117,1000.037,0.037
1543,900.100,1000.032,0.032
1544,900.102,999.889,-0.111
1545,900.098,999.934,-0.066
1546,900.113,1000.222,0.222
1547,900.106,1000.000,0.000
1548,900.078,999.849,-0.151
1549,900.078,1000.051,0.051
1550,900.099,1000.055,0.055
1551,900.165,999.985,-0.015
1552,900.085,999.928,-0.072
1553,900.092,999.893,-0.107
1554,900.104,1000.203,0.203
1555,900.114,999.974,-0.026
1556,900.197,999.931,-0.069
1557,900.176,999.922,-0.078
1558,900.075,1000.148,0.148
1559,900.094,999.987,-0.013
1560,900.173,999.900,-0.100
1561,900.081,999.990,-0.010
1562,900.132,1000.117,0.117
1563,900.094,1000.025,0.025
1564,900.111,999.940,-0.060
1565,900.173,999.889,-0.111
1566,900.101,1000.190,0.190
1567,900.083,999.973,-0.027
1568,900.079,999.987,-0.013
1569,900.082,1000.029,0.029
1570,900.159,1000.037,0.037
1571,900.119,999.900,-0.100
1572,900.112,999.907,-0.093
1573,900.092,1000.008,0.008
1574,900.132,1000.126,0.126
1575,900.099,1000.018,0.018
1576,900.090,1000.039,0.039
1577,900.083,999.915,-0.085
1578,900.179,1000.066,0.066
1579,900.175,999.918,-0.082
1580,900.076,999.937,-0.063
1581,900.172,999.937,-0.063
1582,900.080,1000.208,0.208
1583,900.177,999.910,-0.090
1584,900.080,999.984,-0.016
1585,900.076,999.892,-0.108
1586,900.134,1001.427,1.427
1587,900.106,998.857,-1.143
1588,900.110,999.907,-0.093
