Sample,Job_Load_us,Cycle_Period_us,Wakeup_Jitter_us
254069,900.096,999.931,-0.069
254070,900.161,1000.004,0.004
254071,900.081,1000.230,0.230
254072,900.166,999.811,-0.189
254073,900.106,999.911,-0.089
254074,900.133,1000.100,0.100
254075,900.107,1000.193,0.193
254076,900.093,999.798,-0.202
254077,900.073,999.949,-0.051
254078,900.160,999.927,-0.073
254079,900.172,1000.342,0.342
254080,900.086,999.780,-0.220
254081,900.073,999.957,-0.043
254082,900.160,999.984,-0.016
254083,900.104,1000.275,0.275
254084,900.101,999.910,-0.090
254085,900.075,999.877,-0.123
254086,900.171,999.960,-0.040
254087,900.177,1000.261,0.261
254088,900.080,999.777,-0.223
254089,900.095,999.958,-0.042
254090,900.153,999.980,-0.020
254091,900.103,1000.269,0.269
254092,900.081,999.840,-0.160
254093,900.086,999.860,-0.140
254094,900.146,1000.013,0.013
254095,900.081,1000.234,0.234
254096,900.174,999.826,-0.174
254097,900.085,1000.052,0.052
254098,900.164,999.888,-0.112
254099,900.089,1000.269,0.269
254100,900.152,999.838,-0.162
254101,900.159,999.893,-0.107
254102,900.151,999.972,-0.028
254103,900.114,1000.273,0.273
254104,900.094,999.915,-0.085
254105,900.072,999.940,-0.060
254106,900.096,999.973,-0.027
254107,900.091,1000.189,0.189
254108,900.080,999.864,-0.136
254109,900.174,999.898,-0.102
254110,900.172,1000.009,0.009
254111,900.104,1000.185,0.185
254112,900.083,999.892,-0.108
254113,900.177,999.957,-0.043
254114,900.075,999.936,-0.064
254115,900.172,1000.259,0.259
254116,900.176,999.844,-0.156
254117,900.099,999.865,-0.135
254118,900.114,1000.023,0.023
254119,900.192,1000.274,0.274
254120,900.176,999.827,-0.173
254121,900.073,999.944,-0.056
254122,900.129,999.957,-0.043
254123,900.172,1000.286,0.286
254124,900.093,999.840,-0.160
254125,900.101,999.869,-0.131
254126,900.148,999.995,-0.005
254127,900.160,1000.377,0.377
254128,900.175,999.899,-0.101
254129,900.176,999.873,-0.127
254130,900.151,999.848,-0.152
254131,900.081,1000.304,0.304
254132,900.095,999.835,-0.165
254133,900.167,999.914,-0.086
254134,900.146,1000.014,0.014
254135,900.171,1000.225,0.225
254136,900.166,999.789,-0.211
254137,900.075,999.984,-0.016
254138,900.177,999.935,-0.065
254139,900.101,1000.348,0.348
254140,900.165,999.772,-0.228
254141,900.073,999.908,-0.092
254142,900.143,999.959,-0.041
254143,900.162,1000.335,0.335
254144,900.103,999.800,-0.200
254145,900.112,999.954,-0.046
254146,900.124,999.961,-0.039
254147,900.078,1000.298,0.298
254148,900.175,999.811,-0.189
254149,900.075,999.969,-0.031
254150,900.081,1000.001,0.001
254151,900.103,1000.168,0.168
254152,900.175,999.852,-0.148
254153,900.096,999.938,-0.062
254154,900.152,999.957,-0.043
254155,900.089,1000.323,0.323
254156,900.163,999.797,-0.203
254157,900.166,999.949,-0.051
254158,900.169,999.961,-0.039
254159,900.106,1000.183,0.183
254160,900.092,999.850,-0.150
254161,900.157,999.929,-0.071
254162,900.169,999.971,-0.029
254163,900.076,1000.263,0.263
254164,900.083,999.912,-0.088
254165,900.168,999.902,-0.098
254166,900.178,999.986,-0.014
254167,900.102,1000.229,0.229
254168,900.163,999.853,-0.147
254169,900.177,999.873,-0.127
254170,900.123,1000.077,0.077
254171,900.078,1000.289,0.289
254172,900.086,999.808,-0.192
254173,900.097,999.868,-0.132
254174,900.106,999.979,-0.021
254175,900.076,1000.217,0.217
254176,900.077,999.841,-0.159
254177,900.158,999.929,-0.071
254178,900.093,1000.017,0.017
254179,900.171,1000.275,0.275
254180,900.083,999.805,-0.195
254181,900.097,999.967,-0.033
254182,900.111,999.937,-0.063
254183,900.172,1000.267,0.267
254184,900.166,999.882,-0.118
254185,900.084,999.881,-0.119
254186,900.123,1000.010,0.010
254187,900.089,1000.194,0.194
254188,900.085,999.792,-0.208
254189,900.169,999.966,-0.034
254190,900.146,999.981,-0.019
254191,900.077,1000.335,0.335
254192,900.174,999.890,-0.110
254193,900.095,999.943,-0.057
254194,900.167,999.952,-0.048
254195,900.106,1000.172,0.172
254196,900.081,999.805,-0.195
254197,900.178,999.939,-0.061
254198,900.106,1000.020,0.020
254199,900.173,1000.321,0.321
254200,900.073,999.721,-0.279
254201,900.102,999.946,-0.054
254202,900.098,1000.046,0.046
254203,900.174,1000.237,0.237
254204,900.173,999.730,-0.270
254205,900.174,1000.047,0.047
254206,900.103,999.933,-0.067
254207,900.101,1000.259,0.259
254208,900.092,999.824,-0.176
254209,900.098,999.958,-0.042
254210,900.133,999.944,-0.056
254211,900.172,1000.306,0.306
254212,900.155,999.751,-0.249
254213,900.074,1000.030,0.030
254214,900.169,999.991,-0.009
254215,900.093,1000.214,0.214
254216,900.082,999.828,-0.172
254217,900.074,999.913,-0.087
254218,900.129,1000.010,0.010
254219,900.079,1000.289,0.289
254220,900.177,999.765,-0.235
254221,900.094,999.984,-0.016
254222,900.169,999.945,-0.055
254223,900.111,1000.300,0.300
254224,900.082,999.834,-0.166
254225,900.156,999.890,-0.110
254226,900.100,999.980,-0.020
254227,900.113,1000.255,0.255
254228,900.176,999.837,-0.163
254229,900.096,999.916,-0.084
254230,900.159,999.972,-0.028
254231,900.080,1000.252,0.252
254232,900.072,999.830,-0.170
254233,900.076,999.976,-0.024
254234,900.114,999.955,-0.045
254235,900.094,1000.308,0.308
254236,900.174,999.815,-0.185
254237,900.082,999.906,-0.094
254238,900.133,999.994,-0.006
254239,900.171,1000.255,0.255
254240,900.165,999.849,-0.151
254241,900.179,999.827,-0.173
254242,900.159,999.994,-0.006
254243,900.078,1000.358,0.358
254244,900.094,999.775,-0.225
254245,900.076,999.924,-0.076
254246,900.107,999.954,-0.046
254247,900.082,1000.293,0.293
254248,900.100,999.838,-0.162
254249,900.073,1000.018,0.018
254250,900.092,999.905,-0.095
254251,900.111,1000.235,0.235
254252,900.091,999.859,-0.141
254253,900.076,999.865,-0.135
254254,900.085,1000.015,0.015
254255,900.090,1000.285,0.285
254256,900.166,999.911,-0.089
254257,900.167,999.949,-0.051
254258,900.126,999.880,-0.120
254259,900.078,1000.251,0.251
254260,900.174,999.854,-0.146
254261,900.170,999.895,-0.105
254262,900.146,1000.032,0.032
254263,900.080,1000.198,0.198
254264,900.075,999.986,-0.014
254265,900.108,999.873,-0.127
254266,900.123,999.934,-0.066
254267,900.077,1000.251,0.251
254268,900.077,999.835,-0.165
254269,900.072,999.910,-0.090
254270,900.149,999.972,-0.028
254271,900.081,1000.277,0.277
254272,900.088,999.843,-0.157
254273,900.098,999.963,-0.037
254274,900.095,999.936,-0.064
254275,900.077,1000.235,0.235
254276,900.175,999.856,-0.144
254277,900.169,999.904,-0.096
254278,900.173,1000.029,0.029
254279,900.104,1000.304,0.304
254280,900.089,999.781,-0.219
254281,900.076,999.903,-0.097
254282,900.160,999.961,-0.039
254283,900.151,1000.300,0.300
254284,900.080,999.827,-0.173
254285,900.075,999.871,-0.129
254286,900.142,999.997,-0.003
254287,900.102,1000.287,0.287
254288,900.105,999.801,-0.199
254289,900.177,999.988,-0.012
254290,900.097,999.901,-0.099
254291,900.090,1000.318,0.318
254292,900.176,999.779,-0.221
254293,900.146,999.976,-0.024
254294,900.163,1000.011,0.011
254295,900.173,1000.184,0.184
254296,900.164,999.810,-0.190
254297,900.079,1000.011,0.011
254298,900.118,999.942,-0.058
254299,900.078,1000.254,0.254
254300,900.094,999.891,-0.109
254301,900.096,999.914,-0.086
254302,900.078,999.980,-0.020
254303,900.166,1000.247,0.247
254304,900.080,999.809,-0.191
254305,900.108,999.927,-0.073
254306,900.168,999.945,-0.055
254307,900.176,1000.319,0.319
254308,900.174,999.784,-0.216
254309,900.178,1000.031,0.031
254310,900.115,999.923,-0.077
254311,900.087,1000.214,0.214
254312,900.176,999.862,-0.138
254313,900.072,999.918,-0.082
254314,900.074,1000.029,0.029
254315,900.079,1000.245,0.245
254316,900.177,999.848,-0.152
254317,900.157,999.943,-0.057
254318,900.110,999.948,-0.052
254319,900.170,1000.203,0.203
254320,900.075,999.871,-0.129
254321,900.097,999.901,-0.099
254322,900.186,1000.066,0.066
254323,900.092,1000.412,0.412
254324,900.076,999.677,-0.323
254325,900.075,999.843,-0.157
254326,900.113,999.966,-0.034
254327,900.091,1000.339,0.339
254328,900.176,999.758,-0.242
254329,900.089,999.979,-0.021
254330,900.135,999.997,-0.003
254331,900.079,1000.254,0.254
254332,900.079,999.808,-0.192
254333,900.075,999.968,-0.032
254334,900.143,999.951,-0.049
254335,900.102,1000.226,0.226
254336,900.086,999.886,-0.114
254337,900.084,999.937,-0.063
254338,900.104,999.900,-0.100
254339,900.171,1000.364,0.364
254340,900.093,999.787,-0.213
254341,900.085,999.930,-0.070
254342,900.150,999.978,-0.022
254343,900.103,1000.400,0.400
254344,900.164,999.758,-0.242
254345,900.178,999.789,-0.211
254346,900.159,1000.019,0.019
254347,900.088,1000.290,0.290
254348,900.098,999.849,-0.151
254349,900.097,999.923,-0.077
254350,900.116,999.892,-0.108
254351,900.082,1000.312,0.312
254352,900.082,999.874,-0.126
254353,900.074,999.867,-0.133
254354,900.098,999.971,-0.029
254355,900.080,1000.265,0.265
254356,900.106,999.903,-0.097
254357,900.096,999.965,-0.035
254358,900.145,999.917,-0.083
254359,900.158,1000.328,0.328
254360,900.083,999.797,-0.203
254361,900.082,999.818,-0.182
254362,900.173,1000.011,0.011
254363,900.106,1000.259,0.259
254364,900.125,999.886,-0.114
254365,900.098,1000.027,0.027
254366,900.148,999.865,-0.135
254367,900.080,1000.212,0.212
254368,900.094,999.869,-0.131
254369,900.096,999.927,-0.073
254370,900.075,999.941,-0.059
254371,900.101,1000.356,0.356
254372,900.177,999.830,-0.170
254373,900.075,999.932,-0.068
254374,900.112,999.932,-0.068
254375,900.172,1000.224,0.224
254376,900.090,999.835,-0.165
254377,900.177,999.899,-0.101
254378,900.148,1000.005,0.005
254379,900.077,1000.335,0.335
254380,900.176,999.812,-0.188
254381,900.153,999.947,-0.053
254382,900.155,999.892,-0.108
254383,900.079,1000.325,0.325
254384,900.082,999.871,-0.129
254385,900.095,999.860,-0.140
254386,900.156,1000.049,0.049
254387,900.080,1000.292,0.292
254388,900.175,999.774,-0.226
254389,900.073,999.994,-0.006
254390,900.132,999.842,-0.158
254391,900.106,1000.290,0.290
254392,900.174,999.899,-0.101
254393,900.155,999.878,-0.122
254394,900.162,999.943,-0.057
254395,900.078,1000.347,0.347
254396,900.155,999.762,-0.238
254397,900.095,1000.022,0.022
254398,900.174,999.852,-0.148
254399,900.173,1000.324,0.324
254400,900.085,999.844,-0.156
254401,900.084,999.906,-0.094
254402,900.087,999.950,-0.050
254403,900.115,1000.288,0.288
254404,900.093,999.738,-0.262
254405,900.095,1000.007,0.007
254406,900.123,999.948,-0.052
254407,900.080,1000.313,0.313
254408,900.154,999.900,-0.100
254409,900.074,999.931,-0.069
254410,900.160,999.922,-0.078
254411,900.116,1000.228,0.228
254412,900.173,999.821,-0.179
254413,900.074,999.926,-0.074
254414,900.099,1000.010,0.010
254415,900.080,1000.281,0.281
254416,900.172,999.837,-0.163
254417,900.098,999.928,-0.072
254418,900.104,999.895,-0.105
254419,900.112,1000.480,0.480
254420,900.080,999.692,-0.308
254421,900.169,999.833,-0.167
254422,900.092,1000.035,0.035
254423,900.088,1000.359,0.359
254424,900.081,999.757,-0.243
254425,900.096,999.925,-0.075
254426,900.133,999.975,-0.025
254427,900.080,1000.322,0.322
254428,900.171,999.838,-0.162
254429,900.087,999.899,-0.101
254430,900.146,999.995,-0.005
254431,900.082,1000.176,0.176
254432,900.083,999.811,-0.189
254433,900.169,999.951,-0.049
254434,900.162,999.982,-0.018
254435,900.081,1000.319,0.319
254436,900.176,999.807,-0.193
254437,900.096,999.979,-0.021
254438,900.163,1000.003,0.003
254439,900.192,1000.174,0.174
254440,900.077,999.791,-0.209
254441,900.178,999.900,-0.100
254442,900.101,1000.056,0.056
254443,900.098,1000.225,0.225
254444,900.081,999.915,-0.085
254445,900.074,999.943,-0.057
254446,900.107,999.909,-0.091
254447,900.177,1000.262,0.262
254448,900.178,999.766,-0.234
254449,900.074,999.968,-0.032
254450,900.098,999.943,-0.057
254451,900.089,1000.450,0.450
254452,900.102,999.811,-0.189
254453,900.071,999.899,-0.101
254454,900.133,999.950,-0.050
254455,900.172,1000.231,0.231
254456,900.088,999.797,-0.203
254457,900.175,999.954,-0.046
254458,900.104,1000.000,0.000
254459,900.175,1000.300,0.300
254460,900.166,999.785,-0.215
254461,900.090,999.914,-0.086
254462,900.079,1000.000,0.000
254463,900.113,1000.232,0.232
254464,900.080,999.825,-0.175
254465,900.109,999.890,-0.110
254466,900.180,1000.040,0.040
254467,900.074,1000.221,0.221
254468,900.171,999.885,-0.115
254469,900.164,1000.016,0.016
254470,900.161,999.892,-0.108
254471,900.103,1000.251,0.251
254472,900.093,999.806,-0.194
254473,900.073,999.968,-0.032
254474,900.148,999.949,-0.051
254475,900.164,1000.266,0.266
254476,900.080,999.820,-0.180
254477,900.097,999.933,-0.067
254478,900.093,999.956,-0.044
254479,900.103,1000.227,0.227
254480,900.165,999.897,-0.103
254481,900.082,999.944,-0.056
254482,900.156,999.950,-0.050
254483,900.089,1000.289,0.289
254484,900.172,999.847,-0.153
254485,900.096,999.948,-0.052
254486,900.073,999.910,-0.090
254487,900.079,1000.267,0.267
254488,900.177,999.873,-0.127
254489,900.176,999.948,-0.052
254490,900.168,999.893,-0.107
254491,900.173,1000.322,0.322
254492,900.091,999.840,-0.160
254493,900.097,999.942,-0.058
254494,900.179,999.940,-0.060
254495,900.172,1000.243,0.243
254496,900.176,999.838,-0.162
254497,900.103,999.938,-0.062
254498,900.166,999.951,-0.049
254499,900.091,1000.227,0.227
254500,900.105,999.872,-0.128
254501,900.178,1000.024,0.024
254502,900.133,999.884,-0.116
254503,900.177,1000.300,0.300
254504,900.071,999.769,-0.231
254505,900.105,999.902,-0.098
254506,900.127,1000.007,0.007
254507,900.103,1000.270,0.270
254508,900.172,999.838,-0.162
254509,900.178,999.957,-0.043
254510,900.155,999.995,-0.005
254511,900.073,1000.213,0.213
254512,900.082,999.821,-0.179
254513,900.096,999.946,-0.054
254514,900.144,999.928,-0.072
254515,900.174,1000.347,0.347
254516,900.165,999.887,-0.113
254517,900.083,999.864,-0.136
254518,900.154,999.977,-0.023
254519,900.113,1000.285,0.285
254520,900.096,999.732,-0.268
254521,900.095,999.935,-0.065
254522,900.123,1000.026,0.026
254523,900.076,1000.262,0.262
254524,900.173,999.836,-0.164
254525,900.156,999.944,-0.056
254526,900.108,999.931,-0.069
254527,900.094,1000.311,0.311
254528,900.094,999.816,-0.184
254529,900.076,999.822,-0.178
254530,900.149,1000.016,0.016
254531,900.163,1000.316,0.316
254532,900.153,999.775,-0.225
254533,900.096,999.994,-0.006
254534,900.162,999.925,-0.075
254535,900.092,1000.259,0.259
254536,900.093,999.923,-0.077
254537,900.086,999.864,-0.136
254538,900.091,1000.060,0.060
254539,900.090,1000.263,0.263
254540,900.107,999.747,-0.253
254541,900.086,999.941,-0.059
254542,900.170,999.993,-0.007
254543,900.079,1000.258,0.258
254544,900.173,999.827,-0.173
254545,900.077,999.849,-0.151
254546,900.102,1000.046,0.046
254547,900.102,1000.244,0.244
254548,900.101,999.744,-0.256
254549,900.095,1000.008,0.008
254550,900.179,999.981,-0.019
254551,900.079,1000.274,0.274
254552,900.176,999.883,-0.117
254553,900.167,999.916,-0.084
254554,900.096,1000.010,0.010
254555,900.091,1000.192,0.192
254556,900.111,999.803,-0.197
254557,900.157,999.904,-0.096
254558,900.153,999.988,-0.012
254559,900.174,1000.366,0.366
254560,900.098,999.857,-0.143
254561,900.086,999.911,-0.089
254562,900.174,999.986,-0.014
254563,900.101,1000.155,0.155
254564,900.084,999.853,-0.147
254565,900.077,999.913,-0.087
254566,900.126,1000.005,0.005
254567,900.105,1000.269,0.269
254568,900.082,999.893,-0.107
254569,900.073,999.944,-0.056
254570,900.136,999.983,-0.017
254571,900.079,1000.179,0.179
254572,900.170,999.804,-0.196
254573,900.085,1000.130,0.130
254574,900.097,999.829,-0.171
254575,900.103,1000.232,0.232
254576,900.174,999.861,-0.139
254577,900.168,999.884,-0.116
254578,900.094,1000.035,0.035
254579,900.175,1000.281,0.281
254580,900.166,999.818,-0.182
254581,900.085,999.873,-0.127
254582,900.146,999.913,-0.087
254583,900.078,1000.330,0.330
254584,900.155,999.814,-0.186
254585,900.078,999.892,-0.108
254586,900.090,1000.008,0.008
254587,900.089,1000.287,0.287
254588,900.098,999.833,-0.167
254589,900.159,999.997,-0.003
254590,900.097,999.903,-0.097
254591,900.085,1000.316,0.316
254592,900.170,999.761,-0.239
254593,900.107,999.966,-0.034
254594,900.153,1000.016,0.016
254595,900.105,1000.216,0.216
254596,900.163,999.876,-0.124
254597,900.084,999.926,-0.074
254598,900.108,1000.003,0.003
254599,900.101,1000.213,0.213
254600,900.091,999.758,-0.242
254601,900.098,999.973,-0.027
254602,900.137,1000.027,0.027
254603,900.078,1000.240,0.240
254604,900.162,999.862,-0.138
254605,900.075,999.900,-0.100
254606,900.135,1000.027,0.027
254607,900.099,1000.297,0.297
254608,900.094,999.754,-0.246
254609,900.202,999.968,-0.032
254610,900.097,999.916,-0.084
254611,900.083,1000.345,0.345
254612,900.142,999.871,-0.129
254613,900.164,999.923,-0.077
254614,900.141,999.973,-0.027
254615,900.092,1000.168,0.168
254616,900.104,999.750,-0.250
254617,900.168,999.980,-0.020
254618,900.134,1000.029,0.029
254619,900.077,1000.249,0.249
254620,900.092,999.801,-0.199
254621,900.177,999.952,-0.048
254622,900.141,1000.030,0.030
254623,900.105,1000.240,0.240
254624,900.175,999.828,-0.172
254625,900.075,999.887,-0.113
254626,900.146,1000.008,0.008
254627,900.162,1000.273,0.273
254628,900.176,999.864,-0.136
254629,900.107,999.905,-0.095
254630,900.141,999.982,-0.018
254631,900.081,1000.243,0.243
254632,900.173,999.815,-0.185
254633,900.095,999.925,-0.075
254634,900.097,999.993,-0.007
254635,900.092,1000.224,0.224
254636,900.176,999.836,-0.164
254637,900.176,999.865,-0.135
254638,900.083,1000.013,0.013
254639,900.161,1000.383,0.383
254640,900.093,999.782,-0.218
254641,900.083,999.955,-0.045
254642,900.096,999.918,-0.082
254643,900.103,1000.319,0.319
254644,900.166,999.761,-0.239
254645,900.083,999.954,-0.046
254646,900.102,1000.026,0.026
254647,900.171,1000.213,0.213
254648,900.093,999.815,-0.185
254649,900.085,999.974,-0.026
254650,900.093,999.943,-0.057
254651,900.091,1000.274,0.274
254652,900.154,999.795,-0.205
254653,900.168,999.962,-0.038
254654,900.155,999.952,-0.048
254655,900.115,1000.256,0.256
254656,900.076,999.899,-0.101
254657,900.097,999.880,-0.120
254658,900.171,999.970,-0.030
254659,900.081,1000.236,0.236
254660,900.174,999.908,-0.092
254661,900.095,999.869,-0.131
254662,900.089,999.971,-0.029
254663,900.092,1000.297,0.297
254664,900.117,999.717,-0.283
254665,900.074,999.989,-0.011
254666,900.107,1000.048,0.048
254667,900.174,1000.313,0.313
254668,900.175,999.849,-0.151
254669,900.096,999.875,-0.125
254670,900.120,999.973,-0.027
254671,900.110,1000.280,0.280
254672,900.175,999.738,-0.262
254673,900.072,999.951,-0.049
254674,900.151,999.989,-0.011
254675,900.115,1000.331,0.331
254676,900.094,999.788,-0.212
254677,900.074,999.995,-0.005
254678,900.141,999.836,-0.164
254679,900.079,1000.305,0.305
254680,900.081,999.830,-0.170
254681,900.097,999.979,-0.021
254682,900.094,999.922,-0.078
254683,900.090,1000.253,0.253
254684,900.177,999.906,-0.094
254685,900.084,999.935,-0.065
254686,900.162,999.915,-0.085
254687,900.075,1000.261,0.261
254688,900.076,999.880,-0.120
254689,900.094,999.907,-0.093
254690,900.106,999.947,-0.053
254691,900.196,1000.282,0.282
254692,900.181,999.781,-0.219
254693,900.165,999.937,-0.063
254694,900.148,1000.065,0.065
254695,900.091,1000.186,0.186
254696,900.178,999.829,-0.171
254697,900.086,999.982,-0.018
254698,900.178,1000.007,0.007
254699,900.079,1000.216,0.216
254700,900.177,999.773,-0.227
254701,900.071,999.940,-0.060
254702,900.150,999.994,-0.006
254703,900.096,1000.240,0.240
254704,900.083,999.864,-0.136
254705,900.177,1000.034,0.034
254706,900.173,999.978,-0.022
254707,900.079,1000.139,0.139
254708,900.083,999.804,-0.196
254709,900.169,999.984,-0.016
254710,900.118,1000.028,0.028
254711,900.093,1000.232,0.232
254712,900.082,999.810,-0.190
254713,900.154,1000.015,0.015
254714,900.125,1000.007,0.007
254715,900.096,1000.125,0.125
254716,900.110,999.793,-0.207
254717,900.095,999.947,-0.053
254718,900.130,1000.028,0.028
254719,900.082,1000.294,0.294
254720,900.164,999.819,-0.181
254721,900.073,999.939,-0.061
254722,900.178,1000.015,0.015
254723,900.100,1000.267,0.267
254724,900.178,999.720,-0.280
254725,900.096,999.898,-0.102
254726,900.084,1000.038,0.038
254727,900.078,1000.305,0.305
254728,900.080,999.827,-0.173
254729,900.107,999.936,-0.064
254730,900.124,999.991,-0.009
254731,900.106,1000.297,0.297
254732,900.095,999.740,-0.260
254733,900.198,999.866,-0.134
254734,900.078,1000.061,0.061
254735,900.173,1000.270,0.270
254736,900.177,999.825,-0.175
254737,900.177,999.918,-0.082
254738,900.080,999.969,-0.031
254739,900.078,1000.253,0.253
254740,900.174,999.871,-0.129
254741,900.164,999.861,-0.139
254742,900.151,1000.028,0.028
254743,900.083,1000.301,0.301
254744,900.177,999.768,-0.232
254745,900.098,1000.015,0.015
254746,900.128,999.902,-0.098
254747,900.077,1000.361,0.361
254748,900.172,999.780,-0.220
254749,900.086,999.845,-0.155
254750,900.153,1000.050,0.050
254751,900.090,1000.240,0.240
254752,900.091,999.819,-0.181
254753,900.097,1000.009,0.009
254754,900.162,999.939,-0.061
254755,900.079,1000.197,0.197
254756,900.081,999.842,-0.158
254757,900.094,999.924,-0.076
254758,900.154,999.985,-0.015
254759,900.105,1000.245,0.245
254760,900.175,999.908,-0.092
254761,900.175,999.964,-0.036
254762,900.173,999.928,-0.072
254763,900.078,1000.274,0.274
254764,900.175,999.807,-0.193
254765,900.085,999.899,-0.101
254766,900.175,999.969,-0.031
254767,900.080,1000.328,0.328
254768,900.163,999.813,-0.187
254769,900.175,999.930,-0.070
254770,900.090,999.977,-0.023
254771,900.081,1000.237,0.237
254772,900.092,999.820,-0.180
254773,900.085,999.964,-0.036
254774,900.084,999.937,-0.063
254775,900.175,1000.328,0.328
254776,900.172,999.865,-0.135
254777,900.174,999.898,-0.102
254778,900.074,999.956,-0.044
254779,900.104,1000.281,0.281
254780,900.091,999.817,-0.183
254781,900.176,999.890,-0.110
254782,900.104,999.974,-0.026
254783,900.079,1000.342,0.342
254784,900.167,999.789,-0.211
254785,900.074,1000.030,0.030
254786,900.108,999.910,-0.090
254787,900.082,1000.195,0.195
254788,900.072,999.854,-0.146
254789,900.177,999.943,-0.057
254790,900.094,999.957,-0.043
254791,900.104,1000.291,0.291
254792,900.093,999.867,-0.133
254793,900.072,999.899,-0.101
254794,900.083,999.977,-0.023
254795,900.080,1000.209,0.209
254796,900.083,999.858,-0.142
254797,900.072,999.955,-0.045
254798,900.155,999.907,-0.093
254799,900.104,1000.262,0.262
254800,900.092,999.834,-0.166
254801,900.094,999.999,-0.001
254802,900.175,999.886,-0.114
254803,900.078,1000.321,0.321
254804,900.174,999.845,-0.155
254805,900.177,999.879,-0.121
254806,900.178,1000.007,0.007
254807,900.106,1000.298,0.298
254808,900.196,999.815,-0.185
254809,900.075,999.993,-0.007
254810,900.154,999.919,-0.081
254811,900.163,1000.232,0.232
254812,900.164,999.839,-0.161
254813,900.070,999.960,-0.040
254814,900.130,1000.083,0.083
254815,900.112,1000.077,0.077
254816,900.085,999.903,-0.097
254817,900.084,999.963,-0.037
254818,900.132,999.967,-0.033
254819,900.114,1000.269,0.269
254820,900.153,999.782,-0.218
254821,900.097,999.894,-0.106
254822,900.174,1000.021,0.021
254823,900.092,1000.286,0.286
254824,900.167,999.819,-0.181
254825,900.073,999.918,-0.082
254826,900.085,999.994,-0.006
254827,900.092,1000.197,0.197
254828,900.093,999.842,-0.158
254829,900.189,999.993,-0.007
254830,900.152,999.914,-0.086
254831,900.173,1000.336,0.336
254832,900.174,999.764,-0.236
254833,900.178,999.967,-0.033
254834,900.119,1000.005,0.005
254835,900.116,1000.238,0.238
254836,900.197,999.810,-0.190
254837,900.154,999.951,-0.049
254838,900.133,999.929,-0.071
254839,900.111,1000.363,0.363
254840,900.092,999.862,-0.138
254841,900.073,999.829,-0.171
254842,900.128,999.895,-0.105
254843,900.196,1000.288,0.288
254844,900.173,999.860,-0.140
254845,900.072,999.992,-0.008
254846,900.141,999.895,-0.105
254847,900.096,1000.312,0.312
254848,900.104,999.841,-0.159
254849,900.104,999.877,-0.123
254850,900.143,1000.043,0.043
254851,900.082,1000.165,0.165
254852,900.173,999.889,-0.111
254853,900.095,999.976,-0.024
254854,900.150,1000.004,0.004
254855,900.093,1000.169,0.169
254856,900.086,999.908,-0.092
254857,900.156,999.895,-0.105
254858,900.130,999.952,-0.048
254859,900.102,1000.269,0.269
254860,900.096,999.854,-0.146
254861,900.108,1000.026,0.026
254862,900.158,999.882,-0.118
254863,900.077,1000.219,0.219
254864,900.071,999.834,-0.166
254865,900.172,999.919,-0.081
254866,900.144,1000.027,0.027
254867,900.088,1000.260,0.260
254868,900.164,999.869,-0.131
254869,900.094,999.924,-0.076
254870,900.152,999.966,-0.034
254871,900.079,1000.223,0.223
254872,900.176,999.866,-0.134
254873,900.073,999.884,-0.116
254874,900.165,1000.043,0.043
254875,900.081,1000.091,0.091
254876,900.093,999.888,-0.112
254877,900.165,1000.015,0.015
254878,900.138,999.905,-0.095
254879,900.161,1000.306,0.306
254880,900.174,999.871,-0.129
254881,900.180,999.882,-0.118
254882,900.137,1000.070,0.070
254883,900.096,1000.236,0.236
254884,900.089,999.856,-0.144
254885,900.177,999.870,-0.130
254886,900.180,999.931,-0.069
254887,900.081,1000.238,0.238
254888,900.108,999.915,-0.085
254889,900.096,999.925,-0.075
254890,900.116,999.926,-0.074
254891,900.089,1000.215,0.215
254892,900.079,999.866,-0.134
254893,900.177,999.938,-0.062
254894,900.121,999.971,-0.029
254895,900.079,1000.315,0.315
254896,900.084,999.744,-0.256
254897,900.096,999.931,-0.069
254898,900.155,999.965,-0.035
254899,900.089,1000.360,0.360
254900,900.177,999.774,-0.226
254901,900.179,1000.044,0.044
254902,900.164,999.939,-0.061
254903,900.090,1000.219,0.219
254904,900.175,999.836,-0.164
254905,900.180,999.918,-0.082
254906,900.096,999.964,-0.036
254907,900.174,1000.298,0.298
254908,900.083,999.847,-0.153
254909,900.099,999.986,-0.014
254910,900.166,999.908,-0.092
254911,900.083,1000.277,0.277
254912,900.167,999.813,-0.187
254913,900.078,999.894,-0.106
254914,900.148,999.986,-0.014
254915,900.080,1000.193,0.193
254916,900.081,999.932,-0.068
254917,900.176,999.892,-0.108
254918,900.119,1000.001,0.001
254919,900.079,1000.288,0.288
254920,900.164,999.793,-0.207
254921,900.098,999.917,-0.083
254922,900.169,999.965,-0.035
254923,900.102,1000.206,0.206
254924,900.154,999.956,-0.044
254925,900.178,999.861,-0.139
254926,900.145,1000.047,0.047
254927,900.103,1000.245,0.245
254928,900.094,999.822,-0.178
254929,900.095,999.884,-0.116
254930,900.172,1000.002,0.002
254931,900.177,1000.241,0.241
254932,900.166,999.872,-0.128
254933,900.108,999.888,-0.112
254934,900.124,999.947,-0.053
254935,900.104,1000.281,0.281
254936,900.103,999.902,-0.098
254937,900.156,999.922,-0.078
254938,900.092,999.967,-0.033
254939,900.079,1000.204,0.204
254940,900.165,999.843,-0.157
